org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents,cluster,anomaly
Hospital,Medium,19,50-350,Monthly,True,68.43,True,True,102,Phishing Email,True,51.94,1,1,0
Clinic,Small,9,1-50,Daily,False,81.96,True,True,25,Phishing Email,False,12.45,4,2,0
Insurance,Large,9,350+,Daily,True,70.62,True,False,32,RDP Exploit,False,18.19,2,1,0
Research Lab,Medium,13,50-350,Weekly,False,62.75,False,False,42,Compromised Credentials,False,18.88,3,1,0
Clinic,Small,6,1-50,Daily,False,57.96,True,False,43,Compromised Credentials,True,54.76,2,2,0
Research Lab,Medium,15,50-350,Daily,True,68.4,True,False,68,Exploited Vulnerability,False,25.08,4,1,0
Hospital,Large,19,350+,Monthly,True,56.38,True,False,33,Exploited Vulnerability,False,56.15,4,0,0
Hospital,Large,21,1-50,Weekly,True,64.95,True,False,84,Compromised Credentials,False,21.28,6,0,0
Insurance,Large,15,1-50,Daily,True,49.63,False,False,52,Exploited Vulnerability,True,60.18,6,1,0
Insurance,Large,18,1-50,More than once per day,False,19.79,True,False,17,Compromised Credentials,False,36.4,7,1,0
Insurance,Large,7,1-50,Daily,True,42.15,True,False,56,Compromised Credentials,True,55.84,1,1,0
Pharma,Medium,11,50-350,Weekly,False,52.55,False,True,23,RDP Exploit,False,14.75,1,1,0
Clinic,Medium,8,50-350,Daily,False,41.28,False,True,37,Exploited Vulnerability,False,46.41,5,2,0
Clinic,Small,6,1-50,More than once per day,True,30.23,False,True,32,Exploited Vulnerability,True,17.75,7,1,0
Research Lab,Small,8,1-50,Monthly,False,67.88,False,True,55,Compromised Credentials,False,11.77,7,1,0
Clinic,Small,2,1-50,Daily,False,85.76,True,False,43,Compromised Credentials,False,26.08,4,2,0
Research Lab,Small,19,350+,More than once per day,False,22.2,False,False,8,Compromised Credentials,True,87.67,7,1,0
Research Lab,Small,16,1-50,Daily,True,71.91,False,False,71,Compromised Credentials,False,24.82,5,1,0
Insurance,Large,7,350+,Daily,True,49.7,True,False,23,RDP Exploit,True,75.15,5,1,0
Hospital,Medium,10,50-350,Daily,True,63.48,True,True,68,Phishing Email,False,43.17,7,1,0
Hospital,Medium,12,1-50,Monthly,True,43.46,True,False,53,Compromised Credentials,True,33.19,1,0,0
Hospital,Large,17,350+,Monthly,False,58.72,True,False,16,Phishing Email,True,61.22,3,0,0
Clinic,Medium,7,50-350,Daily,False,39.95,True,False,13,Compromised Credentials,False,51.95,1,2,0
Hospital,Medium,22,50-350,Daily,False,63.14,True,True,43,Compromised Credentials,True,60.65,2,0,0
Clinic,Medium,8,350+,Weekly,True,75.08,False,False,21,Phishing Email,True,62.6,3,1,0
Clinic,Small,7,1-50,Daily,True,68.1,True,True,52,Compromised Credentials,False,29.93,6,2,0
Hospital,Medium,4,1-50,More than once per day,False,29.14,False,False,5,Phishing Email,False,37.78,4,1,0
Clinic,Medium,3,50-350,Monthly,True,78.6,True,False,52,Phishing Email,False,45.92,3,1,0
Hospital,Large,19,1-50,Daily,True,57.52,True,False,75,Phishing Email,False,26.1,4,1,0
Hospital,Medium,15,1-50,Daily,True,63.69,True,False,54,Exploited Vulnerability,False,36.41,4,1,0
Insurance,Medium,4,1-50,Daily,True,66.72,True,False,75,Phishing Email,True,59.98,5,1,0
Hospital,Large,9,1-50,Daily,True,53.14,True,True,58,Phishing Email,True,52.94,2,1,0
Hospital,Medium,13,50-350,More than once per day,True,27.94,True,True,28,Exploited Vulnerability,True,51.73,1,1,0
Clinic,Small,18,1-50,More than once per day,True,40.8,True,False,33,Phishing Email,False,23.97,7,1,0
Research Lab,Medium,21,50-350,Daily,False,62.17,True,False,41,Exploited Vulnerability,True,58.98,5,2,0
Hospital,Medium,16,50-350,Weekly,True,65.75,True,True,64,Compromised Credentials,False,21.78,5,1,0
Clinic,Medium,1,50-350,Daily,False,56.02,True,False,27,Compromised Credentials,True,61.18,2,2,0
Hospital,Large,4,1-50,Daily,True,42.89,False,False,42,Malicious Website,False,28.68,1,1,0
Hospital,Medium,18,50-350,Weekly,False,62.76,True,True,46,Phishing Email,False,36.65,5,0,0
Clinic,Small,8,1-50,Monthly,True,79.08,True,False,64,Compromised Credentials,True,44.44,3,2,0
Clinic,Medium,20,50-350,Daily,True,50.39,False,True,90,Exploited Vulnerability,True,43.59,1,1,0
Clinic,Medium,16,350+,More than once per day,True,29.41,True,False,26,Exploited Vulnerability,False,64.75,2,1,0
Research Lab,Medium,21,50-350,Daily,False,59.58,True,False,52,Exploited Vulnerability,False,26.52,3,0,0
Pharma,Medium,11,50-350,Weekly,True,53.91,False,False,67,Phishing Email,False,37.06,3,1,0
Clinic,Medium,20,50-350,More than once per day,True,27.3,True,False,39,Exploited Vulnerability,True,17.43,5,1,0
Hospital,Medium,21,1-50,Daily,False,55.46,True,False,47,Compromised Credentials,False,29.04,2,0,0
Research Lab,Medium,21,350+,More than once per day,True,36.28,True,False,22,RDP Exploit,False,55.08,2,1,0
Hospital,Large,21,350+,More than once per day,True,31.36,False,False,19,Malicious Website,True,84.32,5,1,0
Clinic,Small,19,1-50,Daily,True,75.78,True,False,82,Compromised Credentials,True,49.7,6,2,0
Hospital,Medium,23,50-350,Daily,True,71.06,True,True,80,Compromised Credentials,False,34.36,1,1,0
Hospital,Large,19,350+,Weekly,True,65.01,True,False,22,Exploited Vulnerability,True,67.79,4,1,0
Pharma,Large,18,350+,Weekly,True,42.76,True,False,21,RDP Exploit,False,37.14,5,1,0
Insurance,Medium,19,50-350,Daily,False,54.24,True,False,33,Compromised Credentials,False,31.45,3,1,0
Clinic,Medium,11,50-350,Daily,False,69.58,False,True,34,Phishing Email,True,53.09,4,1,0
Clinic,Small,3,1-50,Daily,True,60.54,True,False,41,Compromised Credentials,False,21.94,1,2,0
Hospital,Large,8,350+,More than once per day,True,38.54,True,True,17,Exploited Vulnerability,True,73.41,6,1,0
Hospital,Medium,20,1-50,Monthly,False,67.69,True,False,60,Compromised Credentials,True,32.36,7,0,0
Hospital,Medium,19,50-350,Monthly,False,66.49,True,False,35,RDP Exploit,False,52.55,1,0,0
Clinic,Small,10,1-50,Daily,False,64.12,True,False,45,Compromised Credentials,False,24.37,6,2,0
Research Lab,Small,16,1-50,More than once per day,True,22.14,True,False,24,RDP Exploit,True,64.62,7,1,0
Clinic,Medium,5,50-350,More than once per day,False,29.35,False,False,14,Compromised Credentials,True,68.93,7,2,0
Hospital,Large,20,350+,Weekly,False,51.69,True,False,19,Phishing Email,False,18.47,7,0,0
Pharma,Large,9,1-50,Weekly,True,34.32,True,True,33,Phishing Email,False,38.23,7,1,0
Research Lab,Medium,8,50-350,Weekly,True,44.27,True,True,40,Exploited Vulnerability,False,56.43,1,1,0
Clinic,Small,11,1-50,Weekly,True,69.99,False,False,73,Compromised Credentials,False,22.98,4,1,0
Clinic,Small,16,1-50,Daily,True,46.1,True,False,64,Exploited Vulnerability,False,20.11,5,2,0
Clinic,Medium,7,50-350,Weekly,False,66.69,True,False,28,Compromised Credentials,True,47.63,6,2,0
Hospital,Medium,15,50-350,Weekly,False,51.36,True,False,21,Exploited Vulnerability,False,33.08,2,0,0
Hospital,Large,24,1-50,Daily,False,49.15,False,False,40,Compromised Credentials,True,61.49,5,0,0
Research Lab,Small,21,1-50,Daily,False,66.77,True,False,41,Phishing Email,True,43.6,5,2,0
Hospital,Medium,20,1-50,Weekly,True,70.78,True,False,74,Exploited Vulnerability,False,28.66,4,1,0
Hospital,Medium,23,1-50,Weekly,True,73.14,False,False,82,Exploited Vulnerability,True,39.51,3,1,0
Hospital,Large,17,350+,Weekly,False,57.05,True,False,21,Compromised Credentials,True,64.38,7,0,0
Hospital,Large,6,350+,Weekly,True,48.65,True,False,22,Exploited Vulnerability,True,77.89,4,1,0
Insurance,Medium,15,1-50,Weekly,True,47.29,False,False,63,Compromised Credentials,True,58.91,3,1,0
Research Lab,Medium,8,50-350,Weekly,True,62.34,True,False,56,Exploited Vulnerability,True,57.41,4,2,0
Clinic,Small,7,350+,Daily,True,47.43,True,True,20,Compromised Credentials,True,71.95,3,1,0
Hospital,Medium,2,1-50,Weekly,False,69.11,True,False,10,RDP Exploit,True,64.08,2,0,0
Clinic,Medium,13,350+,Daily,True,75.17,True,False,32,Compromised Credentials,True,60.17,6,1,0
Clinic,Small,23,350+,Daily,True,51.22,True,False,36,Exploited Vulnerability,True,64.56,2,2,0
Hospital,Medium,6,1-50,More than once per day,False,32.06,True,False,12,Compromised Credentials,True,56.62,1,0,0
Clinic,Small,5,1-50,Weekly,False,71.19,True,False,39,Phishing Email,False,28.69,7,2,0
Hospital,Large,20,350+,Weekly,False,53.15,True,False,19,Exploited Vulnerability,True,75.84,1,0,0
Clinic,Medium,1,50-350,Monthly,True,65.12,True,False,57,Exploited Vulnerability,False,13.53,3,1,0
Clinic,Small,18,1-50,Daily,False,67.46,True,False,61,Exploited Vulnerability,True,35.64,5,2,0
Hospital,Medium,15,1-50,Daily,False,67.31,True,False,36,Compromised Credentials,True,37.74,7,0,0
Hospital,Medium,23,50-350,Daily,True,56.57,True,True,44,Compromised Credentials,True,56.68,1,0,0
Clinic,Medium,10,50-350,More than once per day,False,26.96,True,False,22,Exploited Vulnerability,True,54.06,4,2,0
Clinic,Medium,3,50-350,Weekly,True,38.94,True,False,19,Exploited Vulnerability,True,51.69,2,2,0
Insurance,Large,5,350+,Daily,False,63.69,True,False,16,Exploited Vulnerability,True,68.15,1,0,0
Clinic,Small,24,1-50,Weekly,True,60.97,True,False,109,Exploited Vulnerability,True,49.53,1,2,0
Hospital,Medium,13,50-350,Weekly,True,64.34,True,True,44,Exploited Vulnerability,False,31.25,1,1,0
Hospital,Medium,8,50-350,Daily,True,78.53,True,False,48,Exploited Vulnerability,True,41.99,4,0,0
Clinic,Medium,22,50-350,Monthly,True,55.53,True,False,49,Compromised Credentials,True,50.55,4,2,0
Hospital,Medium,21,1-50,Daily,True,47.35,True,False,59,Compromised Credentials,False,24.27,1,1,0
Clinic,Small,2,350+,Daily,False,61.41,True,False,22,Exploited Vulnerability,True,61.62,5,2,0
Pharma,Large,9,350+,Monthly,False,53.24,True,False,11,RDP Exploit,True,71.0,6,0,0
Clinic,Medium,17,50-350,Monthly,False,52.82,True,True,45,Exploited Vulnerability,True,65.8,6,2,0
Hospital,Medium,18,50-350,Daily,True,78.21,True,False,72,Compromised Credentials,True,52.53,6,0,0
Clinic,Small,13,1-50,More than once per day,False,60.06,True,False,37,Phishing Email,True,53.22,7,2,0
Clinic,Medium,1,50-350,More than once per day,True,25.91,True,True,20,Compromised Credentials,False,31.62,5,1,0
Clinic,Medium,12,50-350,Daily,False,60.56,True,False,43,Exploited Vulnerability,False,29.68,7,2,0
Pharma,Medium,20,50-350,Monthly,True,66.69,True,True,67,Compromised Credentials,True,39.63,4,1,0
Hospital,Large,20,350+,Weekly,True,47.7,True,True,25,Phishing Email,True,75.47,7,1,0
Pharma,Medium,21,50-350,Daily,False,50.45,True,False,39,Exploited Vulnerability,False,26.58,4,0,0
Pharma,Medium,5,1-50,Monthly,False,54.72,True,False,34,Compromised Credentials,True,64.95,7,0,0
Hospital,Medium,8,50-350,Daily,False,52.62,True,True,28,Compromised Credentials,False,36.45,2,0,0
Hospital,Large,15,1-50,Daily,False,61.75,False,False,37,Exploited Vulnerability,True,54.2,5,0,0
Hospital,Medium,3,1-50,Monthly,True,66.86,True,False,67,Exploited Vulnerability,True,54.48,6,0,0
Hospital,Medium,6,1-50,Weekly,False,62.79,True,True,41,Phishing Email,True,51.52,7,0,0
Hospital,Medium,13,50-350,Weekly,True,51.59,False,False,47,Phishing Email,False,34.91,1,1,0
Clinic,Medium,12,50-350,Daily,True,71.15,True,False,53,Phishing Email,True,51.84,3,1,0
Hospital,Medium,19,50-350,Weekly,True,43.38,True,True,37,Exploited Vulnerability,False,55.56,7,1,0
Hospital,Medium,18,50-350,Daily,True,61.45,False,True,83,Compromised Credentials,False,43.08,2,1,0
Insurance,Medium,24,50-350,Weekly,False,71.75,True,False,65,Exploited Vulnerability,True,58.78,6,2,0
Hospital,Large,1,1-50,Monthly,True,41.18,True,False,39,Compromised Credentials,True,53.52,2,0,0
Insurance,Large,7,350+,Daily,True,52.51,True,False,30,Compromised Credentials,True,57.91,6,1,0
Hospital,Medium,12,1-50,Weekly,True,53.89,True,True,53,Compromised Credentials,False,21.2,1,1,0
Hospital,Large,10,1-50,Daily,True,67.35,True,False,80,Exploited Vulnerability,False,24.82,7,0,0
Clinic,Medium,12,50-350,More than once per day,False,31.23,True,False,19,RDP Exploit,False,46.5,1,1,0
Clinic,Small,11,1-50,Weekly,False,70.46,True,False,43,Compromised Credentials,True,44.69,4,2,0
Insurance,Medium,4,1-50,Daily,True,60.65,True,False,48,Exploited Vulnerability,True,44.45,5,1,0
Research Lab,Medium,19,50-350,Weekly,True,65.95,True,False,91,Compromised Credentials,False,22.3,7,1,0
Insurance,Medium,6,50-350,More than once per day,True,45.39,True,False,40,Phishing Email,False,18.03,7,1,0
Hospital,Medium,9,50-350,Monthly,False,52.95,True,False,30,Compromised Credentials,False,29.64,4,0,0
Hospital,Large,20,350+,Daily,True,54.89,False,False,38,Phishing Email,False,37.99,5,1,0
Research Lab,Medium,10,50-350,Daily,True,50.68,True,True,56,Compromised Credentials,True,31.55,7,1,0
Insurance,Large,5,350+,More than once per day,False,17.68,True,False,5,Compromised Credentials,True,90.18,5,1,0
Pharma,Large,13,1-50,Monthly,True,50.22,True,True,50,Exploited Vulnerability,True,51.1,7,0,0
Clinic,Medium,9,50-350,Weekly,False,53.23,True,False,30,Compromised Credentials,False,25.41,3,2,0
Hospital,Large,2,350+,Weekly,True,55.79,True,False,22,Compromised Credentials,True,63.55,2,1,0
Research Lab,Medium,18,50-350,Daily,False,60.56,True,False,42,Exploited Vulnerability,False,34.26,3,0,0
Hospital,Medium,21,50-350,Daily,True,84.77,True,False,76,RDP Exploit,False,26.15,1,1,0
Pharma,Medium,1,1-50,More than once per day,True,29.34,True,False,21,Exploited Vulnerability,True,57.48,3,1,0
Insurance,Medium,24,1-50,Weekly,True,40.19,True,False,40,RDP Exploit,False,28.78,3,1,0
Clinic,Medium,21,50-350,Daily,False,56.36,True,False,33,Compromised Credentials,True,45.22,2,2,0
Research Lab,Small,12,1-50,Monthly,False,48.11,True,False,28,Exploited Vulnerability,True,18.5,7,2,0
Research Lab,Medium,10,350+,Weekly,True,83.41,True,False,32,Phishing Email,False,26.34,3,1,0
Hospital,Medium,2,1-50,Daily,False,47.59,True,True,18,Exploited Vulnerability,False,23.47,2,0,0
Pharma,Large,9,350+,Daily,False,45.11,True,False,14,Compromised Credentials,False,48.75,2,0,0
Clinic,Medium,2,350+,Weekly,False,45.1,False,False,4,Exploited Vulnerability,False,35.65,2,2,0
Insurance,Medium,23,1-50,More than once per day,False,39.81,True,False,30,Exploited Vulnerability,False,33.11,2,1,0
Hospital,Medium,24,1-50,Daily,True,54.2,True,False,71,Exploited Vulnerability,False,13.11,3,1,0
Insurance,Large,22,350+,Daily,False,54.11,True,False,25,Exploited Vulnerability,False,32.52,4,0,0
Hospital,Large,14,350+,Weekly,True,65.14,True,False,24,Exploited Vulnerability,True,70.39,4,1,0
Hospital,Medium,11,50-350,Weekly,True,82.32,False,False,69,Exploited Vulnerability,True,13.47,6,1,0
Pharma,Large,23,1-50,Daily,True,61.0,False,False,99,RDP Exploit,False,44.56,1,1,0
Hospital,Medium,11,50-350,More than once per day,False,44.02,True,False,21,Compromised Credentials,False,38.15,2,0,0
Hospital,Medium,17,50-350,Daily,False,68.64,True,False,45,Compromised Credentials,True,40.91,4,0,0
Pharma,Large,4,1-50,Weekly,False,43.12,True,False,27,Compromised Credentials,True,63.12,1,2,0
Pharma,Medium,13,50-350,Daily,False,63.6,True,False,48,Exploited Vulnerability,False,43.28,7,0,0
Clinic,Small,7,1-50,Daily,False,75.34,False,False,34,Compromised Credentials,False,6.08,3,2,0
Clinic,Small,16,1-50,Monthly,True,66.57,True,False,71,Phishing Email,False,43.08,6,2,0
Clinic,Small,1,1-50,Monthly,True,47.7,True,False,54,Exploited Vulnerability,False,30.94,7,2,0
Hospital,Large,13,1-50,Monthly,True,51.45,True,True,39,Exploited Vulnerability,False,41.49,1,0,1
Hospital,Medium,1,1-50,Weekly,True,67.73,True,True,53,Compromised Credentials,True,43.91,4,0,0
Clinic,Medium,11,50-350,Daily,True,47.45,True,True,50,Exploited Vulnerability,True,51.18,6,2,0
Research Lab,Small,6,1-50,Daily,True,56.22,True,False,39,Compromised Credentials,True,47.26,1,0,0
Research Lab,Small,20,1-50,Daily,False,51.9,True,True,36,RDP Exploit,False,41.96,1,2,0
Research Lab,Small,3,1-50,Daily,False,58.74,True,False,25,Compromised Credentials,True,48.82,6,2,0
Hospital,Large,12,350+,Monthly,True,53.78,True,False,25,Exploited Vulnerability,False,27.24,6,0,0
Clinic,Medium,5,50-350,Weekly,False,62.43,False,False,18,Compromised Credentials,False,10.99,1,2,0
Hospital,Medium,9,50-350,Weekly,True,58.28,True,True,36,RDP Exploit,True,46.32,4,1,0
Clinic,Medium,12,50-350,Daily,False,49.42,True,False,41,Exploited Vulnerability,False,31.85,6,2,0
Clinic,Medium,10,350+,Monthly,True,66.73,True,False,31,Phishing Email,True,66.02,2,1,0
Insurance,Medium,19,1-50,Weekly,True,47.51,True,False,59,Phishing Email,True,45.3,7,1,0
Hospital,Medium,5,50-350,Daily,False,51.4,True,False,21,Exploited Vulnerability,True,74.26,3,0,0
Hospital,Medium,5,50-350,Monthly,True,48.23,True,False,37,Compromised Credentials,True,60.55,2,0,0
Hospital,Medium,9,50-350,Daily,True,57.94,True,True,66,Compromised Credentials,False,28.09,5,1,0
Research Lab,Small,20,1-50,More than once per day,True,38.48,False,False,49,Exploited Vulnerability,False,50.64,2,1,0
Clinic,Medium,17,50-350,Weekly,False,62.7,False,True,33,Compromised Credentials,False,40.89,7,2,0
Hospital,Medium,10,1-50,Weekly,False,63.08,True,False,26,Compromised Credentials,False,31.94,6,0,0
Hospital,Medium,21,50-350,More than once per day,True,26.37,True,False,24,Compromised Credentials,False,42.24,3,1,0
Research Lab,Medium,1,50-350,Daily,False,70.58,True,False,27,Exploited Vulnerability,False,25.59,7,0,0
Hospital,Large,22,1-50,Monthly,True,55.02,True,False,66,Exploited Vulnerability,False,37.82,1,0,0
Insurance,Large,16,350+,Weekly,True,58.05,True,False,35,Exploited Vulnerability,True,64.52,2,1,0
Research Lab,Small,15,1-50,Weekly,True,57.78,True,True,67,Compromised Credentials,False,26.74,7,1,0
Hospital,Large,23,350+,Daily,False,57.38,True,False,15,Compromised Credentials,False,41.07,4,0,0
Hospital,Medium,17,50-350,More than once per day,True,36.41,False,False,34,Exploited Vulnerability,True,28.32,6,1,0
Pharma,Medium,20,1-50,Daily,True,51.15,True,False,59,Phishing Email,True,60.31,5,1,0
Hospital,Large,13,1-50,Daily,True,53.94,True,False,68,Compromised Credentials,False,17.81,1,0,0
Hospital,Large,1,350+,Daily,True,67.46,True,False,27,Exploited Vulnerability,False,22.31,1,0,0
Insurance,Medium,8,1-50,Daily,False,51.81,True,False,17,Exploited Vulnerability,True,53.14,1,2,0
Pharma,Medium,5,1-50,Weekly,True,33.84,True,False,34,Phishing Email,True,65.18,2,1,0
Pharma,Medium,6,1-50,Daily,True,40.22,True,False,49,Phishing Email,True,13.46,4,1,0
Research Lab,Medium,23,50-350,Weekly,True,70.69,True,False,100,Exploited Vulnerability,True,43.22,7,1,0
Hospital,Medium,20,50-350,Daily,True,64.3,True,True,67,Exploited Vulnerability,True,46.14,6,0,0
Hospital,Medium,14,1-50,Daily,True,60.92,False,False,51,Compromised Credentials,True,36.35,6,1,0
Research Lab,Small,22,1-50,More than once per day,True,47.21,True,False,31,Malicious Website,True,25.04,3,1,1
Clinic,Small,23,1-50,Daily,True,53.38,True,True,89,Exploited Vulnerability,True,45.14,5,2,0
Clinic,Small,11,1-50,More than once per day,True,41.59,True,False,44,Exploited Vulnerability,False,41.92,4,2,0
Pharma,Medium,6,50-350,Monthly,True,51.24,True,False,42,Exploited Vulnerability,True,54.4,2,1,0
Hospital,Medium,11,50-350,Weekly,False,61.58,True,False,34,Exploited Vulnerability,False,29.59,5,0,0
Clinic,Small,13,1-50,Daily,False,70.9,False,True,54,Compromised Credentials,False,24.24,7,2,0
Hospital,Medium,12,1-50,More than once per day,True,31.13,True,True,25,Exploited Vulnerability,False,37.2,4,1,0
Clinic,Small,22,1-50,Weekly,True,86.84,True,False,82,Phishing Email,True,48.19,3,2,0
Hospital,Large,2,350+,Weekly,False,39.71,True,False,4,Compromised Credentials,True,45.5,3,0,0
Hospital,Large,21,350+,Daily,False,53.94,True,False,18,Compromised Credentials,False,56.99,1,0,0
Hospital,Large,3,350+,Weekly,True,57.45,True,True,16,Exploited Vulnerability,False,34.92,1,0,0
Clinic,Small,23,1-50,Weekly,False,58.98,False,False,43,Phishing Email,False,19.86,3,2,0
Research Lab,Small,4,1-50,Weekly,False,66.18,True,False,43,Exploited Vulnerability,True,46.02,1,2,0
